Feature,Importance
wall_substrate_u,0.5383720930232558
roof_shape_u,0.3593023255813953
retrofit_present_u,0.3162790697674419
ef_numeric,0.1534883720930233
wall_thickness,0.0587209302325582
number_stories,0.0511627906976744
wall_length_side,0.0436046511627907
roof_slope_u,0.0348837209302326
year_built_u,0.0296511627906977
wall_length_front,0.0290697674418605
wall_fenesteration_per_front,0.0261627906976744
parapet_height_m,0.0075581395348837
roof_shape_u_dormer-gambrel_combo,0.0040697674418604
